site,title,price,image_url,product_url,size_value,size_unit,pack_count,normalized_quantity,notes,unit_price,unit_price_unit,per_unit_price
Alfatah,MITCHELLS JAM OLDE ENGLISH MARMALADE 300 GM,430.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961005050037.jpg?v=1690220763,https://alfatah.pk/products/mitchells-jam-olde-english-marmalade-300-gm,300.0,g,0,300.0,no-pack,1.4333333333333333,PKR/g,430.0
Alfatah,FRUIT TREE JAM BLUEBERRY CONSERVE 450 GM,1245.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/1100475-1.jpg?v=1690215137,https://alfatah.pk/products/fruit-tree-jam-blueberry-conserve-450-gm,450.0,g,0,450.0,no-pack,2.7666666666666666,PKR/g,1245.0
Alfatah,FRUIT TREE JAM BLACKCURRANT SUGAR FREE 270 GM,745.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_15_43c50eb5-3b0c-4e74-bcc4-2a1193ce6442.png?v=1750227518,https://alfatah.pk/products/fruit-tree-jam-blackcurrant-sugar-free-270-gm,270.0,g,0,270.0,no-pack,2.759259259259259,PKR/g,745.0
Alfatah,MITCHELLS JAM DIET MARMALADE GOLDEN MIST 300 GM,320.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_a4a44858-f79c-41a9-acfb-b88997410bca.png?v=1756535538,https://alfatah.pk/products/mitchells-jam-diet-marmalade-golden-mist-325-gm,300.0,g,0,300.0,no-pack,1.0666666666666667,PKR/g,320.0
Alfatah,FRUIT TREE JAM MIXED FRUIT 450 GM BASIC,1245.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/9557008445056.jpg?v=1690215142,https://alfatah.pk/products/fruit-tree-jam-mixed-fruit-450-gm-basic,450.0,g,0,450.0,no-pack,2.7666666666666666,PKR/g,1245.0
Alfatah,FRUIT TREE JAM APPLE 440 GM,745.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/9557008441133.jpg?v=1690215130,https://alfatah.pk/products/fruit-tree-jam-apple-440-gm,440.0,g,0,440.0,no-pack,1.6931818181818181,PKR/g,745.0
Alfatah,NATIONAL JAM ORANGE MARMALADE 440 GM,420.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000009151_edb0880a-913d-4eac-934a-5b372ca0ec27.jpg?v=1748257843,https://alfatah.pk/products/national-jam-orange-marmalade-440-gm,440.0,g,0,440.0,no-pack,0.9545454545454546,PKR/g,420.0
Alfatah,FRUIT TREE JAM FRUIT 4X90 GM,1495.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/9557008900050.jpg?v=1690215140,https://alfatah.pk/products/fruit-tree-jam-fruit-4x90-gm,90.0,g,0,90.0,no-pack,16.61111111111111,PKR/g,1495.0
Alfatah,FUSION XTREME JAM FILLED BUBBLE GUM WATERMELON FLAVOUR 13.5G,50.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/9238500989902_5995dadc-09fa-492a-bbb1-2cb1a779293b.jpg?v=1750506352,https://alfatah.pk/products/fusion-xtreme-jam-filled-bubble-gum-watermelon-flavour-13-5g,13.5,g,0,13.5,no-pack,3.7037037037037037,PKR/g,50.0
Alfatah,FUSION XTREME JAM FILLED BUBBLE GUM STRAWBERRY FLAVOUR 13.5G,50.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/9238500032189_f2f972e4-b930-4c64-bb35-d443d534c39a.jpg?v=1750506348,https://alfatah.pk/products/fusion-xtreme-jam-filled-bubble-gum-strawberry-flavour-13-5g,13.5,g,0,13.5,no-pack,3.7037037037037037,PKR/g,50.0
Alfatah,FUSION XTREME JAM FILLED BUBBLE GUM PINEAPPLE FLAVOUR 13.5G,50.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/9238500032219_27e081e5-4337-4fbe-9d5a-714f0def60f6.jpg?v=1750506345,https://alfatah.pk/products/fusion-xtreme-jam-filled-bubble-gum-pineapple-flavour-13-5g,13.5,g,0,13.5,no-pack,3.7037037037037037,PKR/g,50.0
Alfatah,FUSION XTREME JAM FILLED BUBBLE GUM ORANGE FLAVOUR 13.5G,50.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/9238500032196_e0cd720e-2dd4-4789-8f82-6f92dc1cff6d.jpg?v=1750506342,https://alfatah.pk/products/fusion-xtreme-jam-filled-bubble-gum-orange-flavour-13-5g,13.5,g,0,13.5,no-pack,3.7037037037037037,PKR/g,50.0
Alfatah,FUSION XTREME JAM FILLED BUBBLE GUM MINT FLAVOUR 13.5G,50.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/9238500032226_9439e17f-2b4d-4e88-96a7-5fe71852c0e8.jpg?v=1750506338,https://alfatah.pk/products/fusion-xtreme-jam-filled-bubble-gum-mint-flavour-13-5g,13.5,g,0,13.5,no-pack,3.7037037037037037,PKR/g,50.0
Alfatah,FUSION XTREME JAM FILLED BUBBLE GUM MANGO FLAVOUR 13.5G,50.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/9238500032202_57b53ec9-8df7-47d1-b65e-45a275b5c7bd.jpg?v=1750506335,https://alfatah.pk/products/fusion-xtreme-jam-filled-bubble-gum-mango-flavour-13-5g,13.5,g,0,13.5,no-pack,3.7037037037037037,PKR/g,50.0
Alfatah,FRUIT TREE JAM ORANGE MAMRMALADE 450 GM,1245.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/9557008445063.jpg?v=1690215145,https://alfatah.pk/products/fruit-tree-jam-orange-mamrmalade-450-gm,450.0,g,0,450.0,no-pack,2.7666666666666666,PKR/g,1245.0
