product_id,title,price,product_url,image_url
12621559,Pepsi 345ML x12 ,690.0,https://www.metro-online.pk/detail/beverages/soft-drinks/pepsi-345ml-x12-/12621559,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75
12622264,Pepsi 500 ML x12,990.0,https://www.metro-online.pk/detail/beverages/soft-drinks/pepsi-500-ml-x12/12622264,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75
12622932,Pepsi 2.25L x6 ,1200.0,https://www.metro-online.pk/detail/beverages/soft-drinks/pepsi-2.25l-x6-/12622932,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75
12627084,Pepsi 1.5L x6 ,840.0,https://www.metro-online.pk/detail/beverages/soft-drinks/pepsi-1.5l-x6-/12627084,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75
12634532,Pepsi 1L x6 ,720.0,https://www.metro-online.pk/detail/beverages/soft-drinks/pepsi-1l-x6-/12634532,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75
