site,title,price,image_url,product_url,size_value,size_unit,pack_count,normalized_quantity,notes,unit_price,unit_price_unit,per_unit_price,deal_score,deal_tier,price_percentile,value_score,store_rank,ml_predicted_score,product_cluster
Metro,Pepsi 500 ML x12,1020.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2FExpres%20icon.74d0dbb5.png&w=3840&q=75,,500.0,ml,0,500.0,no-pack,2.04,PKR/ml,1020.0,15.277503745651948,Poor,82.89473684210526,2.4904761373222173,2,15.322073292690769,2
Metro,Pepsi 2.25L x6 ,1320.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,,2.25,l,0,2250.0,no-pack,0.5866666666666667,PKR/ml,1320.0,15.950328375737104,Poor,97.36842105263158,13.218590344114055,2,15.912711631864518,1
Metro,Pepsi 1.5L x6 ,960.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,,1.5,l,0,1500.0,no-pack,0.64,PKR/ml,960.0,20.711582449980845,Poor,76.31578947368422,11.963830792881318,2,20.71937249146861,1
Metro,Pepsi 1L x6 ,840.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fhearticon.d8b376d1.png&w=48&q=75,,1.0,l,0,1000.0,no-pack,0.84,PKR/ml,840.0,21.370689087578356,Poor,68.42105263157895,8.677386860559295,2,21.380040562149603,1
Metro,Pepsi 500ML,88.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2FExpres%20icon.74d0dbb5.png&w=3840&q=75,,500.0,ml,0,500.0,no-pack,0.176,PKR/ml,88.0,49.7346917378529,Fair,18.421052631578945,48.33739348624565,2,49.70068548822469,3
Metro,Pepsi 345ML,65.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2FExpres%20icon.74d0dbb5.png&w=3840&q=75,,345.0,ml,0,345.0,no-pack,0.1884057971014492,PKR/ml,65.0,50.38745860484596,Fair,10.526315789473683,45.035100127412505,2,50.44630884328356,3
Metro,Pepsi 1.5L,165.0,https://www.metro-online.pk/_next/image?url=%2F_next%2Fstatic%2Fmedia%2FExpres%20icon.74d0dbb5.png&w=3840&q=75,,1.5,l,0,1500.0,no-pack,0.11,PKR/ml,165.0,54.85864386186993,Fair,46.05263157894737,78.41701063839348,2,54.86959442144539,1
Carrefour,Pepsi 1.5 lt,160.0,https://cdn.mafrservices.com/pim-content/PAK/media/product/46313/1719385203/46313_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-1-5ltr/p/46313,1.5,l,0,1500.0,no-pack,0.1066666666666666,PKR/ml,160.0,66.84277241946762,Good,42.10526315789473,80.92272052235327,1,66.83894538081091,1
Carrefour,Pepsi 2.25 lt,220.0,https://cdn.mafrservices.com/pim-content/PAK/media/product/46319/1719385203/46319_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-2-25ltr/p/46319,2.25,l,0,2250.0,no-pack,0.0977777777777777,PKR/ml,220.0,67.54665136265683,Good,51.31578947368421,88.43899682769471,1,67.54094333158437,1
Carrefour,Pepsi 500 ml,85.0,https://cdn.mafrservices.com/pim-content/PAK/media/product/46332/1719385203/46332_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-500ml/p/46332,500.0,ml,0,500.0,no-pack,0.17,PKR/ml,85.0,61.09557162503057,Good,15.789473684210526,50.107350115208014,1,61.11301092969676,3
Carrefour,Pepsi 345 ml,65.0,https://cdn.mafrservices.com/pim-content/PAK/media/product/184826/1719385203/184826_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-345ml/p/184826,345.0,ml,0,345.0,no-pack,0.1884057971014492,PKR/ml,65.0,60.38246110359658,Good,10.526315789473683,45.035100127412505,1,60.290354726339324,3
Carrefour,Pepsi Zero 1.5 ltr,150.0,https://cdn.mafrservices.com/pim-content/PAK/media/product/222796/1745413804/222796_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-zero-1-5l/p/222796,1.5,l,0,1500.0,no-pack,0.1,PKR/ml,150.0,69.70549159766011,Good,39.473684210526315,86.43478162572923,1,69.6757507687501,1
Carrefour,Pepsi Can 250 ml,99.0,https://cdn.mafrservices.com/sys-master-root/h01/he3/26911540084766/153723_main.jpg?im=Resize=400,https://www.carrefour.pk/mafpak/en/cola/pepsi-can-250ml/p/153723,250.0,ml,0,250.0,no-pack,0.396,PKR/ml,99.0,46.937045761235694,Fair,25.0,20.46761440308923,1,46.95043384974325,3
