product_id,title,price,image_url,product_url,page
pepsi-pet-500ml,Pepsi Pet 500ml,100.0,https://media.naheed.pk/catalog/product/cache/57044254b6ba66615c533891fd7cf70f/i/c/ic-1029352_pepsi_regular_blue_500ml.jpg,https://www.naheed.pk/pepsi-pet-500ml,1
pepsi-2-25-liters,Pepsi 2.25 Liters,245.0,https://media.naheed.pk/catalog/product/cache/57044254b6ba66615c533891fd7cf70f/i/c/ic-1029573_pepsi_regular_blue_2.25l.jpg,https://www.naheed.pk/pepsi-2-25-liters,1
pepsi-1-5-liters,Pepsi 1.5 Liters,200.0,https://media.naheed.pk/catalog/product/cache/57044254b6ba66615c533891fd7cf70f/i/c/ic-1029826_pepsi_regular_blue_1.5l.jpg,https://www.naheed.pk/pepsi-1-5-liters,1
pepsi-pet-345ml,Pepsi Pet 345ml,70.0,https://media.naheed.pk/catalog/product/cache/57044254b6ba66615c533891fd7cf70f/i/c/ic-1030355_pepsi_regular_blue_345ml.jpg,https://www.naheed.pk/pepsi-pet-345ml,1
pepsi-local-can-250ml,Pepsi Local Can 250ml,100.0,https://media.naheed.pk/catalog/product/cache/57044254b6ba66615c533891fd7cf70f/x/1/x1102662-1.jpg,https://www.naheed.pk/pepsi-local-can-250ml,1
pepsi-diet-can-local-250ml,Pepsi Diet Can (Local) 250ml,90.0,https://media.naheed.pk/catalog/product/cache/57044254b6ba66615c533891fd7cf70f/d/i/diet_pepsi_250ml_can.jpg,https://www.naheed.pk/pepsi-diet-can-local-250ml,1
pepsi-1-5-liters-6-pieces,"Pepsi 1.5 Liters, 6 Pieces",1200.0,https://media.naheed.pk/catalog/product/cache/57044254b6ba66615c533891fd7cf70f/p/a/pack-0065_pepsi1.5liters_6pieces.jpg,https://www.naheed.pk/pepsi-1-5-liters-6-pieces,1
