product_id,name,description,price,image_url,product_url,page
363703,Pepsi Drink Can Local 250ml,Pepsi Drink Can Local 250ml,85.0,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000019.jpg&w=3840&q=90,,1
363708,Pepsi Drink NR 345ml,Pepsi Drink NR 345ml,59.0,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000024.jpg&w=3840&q=90,,1
363687,Pepsi Drink PET 1Ltr,Pepsi Drink PET 1Ltr,145.0,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000013.jpg&w=3840&q=90,,1
363701,Pepsi Drink NR 500ml,Pepsi Drink NR 500ml,92.0,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000006.jpg&w=3840&q=90,,1
364533,Pepsi Drink Jumbo 2250ml,Pepsi Drink Jumbo 2250ml,199.0,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000040.jpg&w=3840&q=90,,1
363696,Pepsi Drink 1500ml,Pepsi Drink 1500ml,185.0,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000021.jpg&w=3840&q=90,,1
