site,title,price,image_url,product_url,size_value,size_unit,pack_count,normalized_volume_ml,normalized_weight_g,notes,unit_price,unit_price_unit,per_unit_price,deal_score,deal_tier,price_percentile,value_score,store_rank,total_size,price_per_size,pack_efficiency,ml_predicted_score
Alfatah,DALDA CORN OIL BOTTLE 3LTR,2145.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_2_4d64d1f2-7889-4ae9-9117-c7421a9e8691.png?v=1738743869,https://alfatah.pk/products/dalda-corn-oil-bottle-3ltr,3.0,l,0,3000.0,3000.0,no-pack,0.715,PKR/ml,2145.0,64.66076696165192,Good,54.71976401179941,54.660766961651916,4,6000.0,0.3575,1.0,64.50375301198301
Alfatah,DALDA CORN OIL TIN 5LTR,3575.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000238446.jpg?v=1757483228,https://alfatah.pk/products/dalda-corn-oil-tin-5ltr,5.0,l,0,5000.0,5000.0,no-pack,0.715,PKR/ml,3575.0,55.988200589970496,Fair,76.40117994100295,45.988200589970496,4,10000.0,0.3575,1.0,56.922713864306814
Alfatah,DALDA CORN OIL TIN 3LTR,2150.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000238447.jpg?v=1738820076,https://alfatah.pk/products/dalda-corn-oil-tin-3ltr,3.0,l,0,3000.0,3000.0,no-pack,0.7166666666666667,PKR/ml,2150.0,64.21828908554572,Good,55.16224188790561,54.21828908554572,4,6000.0,0.35833333333333334,1.0,64.36530660097026
Alfatah,LIFESTYLE SESAME OIL 100 ML,295.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/749524828324_7b76ad11-703b-4d6a-8ebd-cbf4c37fcf43.jpg?v=1690219063,https://alfatah.pk/products/lifestyle-sesame-oil-100-ml,100.0,ml,0,100.0,100.0,no-pack,2.95,PKR/ml,295.0,62.182890855457224,Good,6.489675516224189,62.182890855457224,4,200.0,1.475,1.0,60.812864634545996
Alfatah,EVA SUNFLOWER OIL BOTTLE 3 LTR,1795.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000002308.jpg?v=1690213628,https://alfatah.pk/products/eva-sunflower-oil-bottle-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,0.5983333333333334,PKR/ml,1795.0,72.4188790560472,Good,49.70501474926254,62.4188790560472,4,6000.0,0.2991666666666667,1.0,72.43049585615961
Alfatah,KAUSAR COOKING OIL BOTTLE 3 LTR,1595.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2023-04-18T141843.168.png?v=1690217824,https://alfatah.pk/products/kausar-cooking-oil-bottle-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,0.5316666666666666,PKR/ml,1595.0,90.17699115044248,Excellent,42.47787610619469,80.17699115044248,4,6000.0,0.2658333333333333,1.0,89.95870206489671
Alfatah,DALDA KALONJI CANOLA OIL BOTTLE 3LTR,1895.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961100503933.jpg?v=1690211628,https://alfatah.pk/products/dalda-kalonji-canola-oil-bottle-3ltr,3.0,l,0,3000.0,3000.0,no-pack,0.6316666666666667,PKR/ml,1895.0,66.7551622418879,Good,53.2448377581121,56.7551622418879,4,6000.0,0.31583333333333335,1.0,67.01099796467054
Alfatah,MEZAN COOKING OIL BOTTLE 4.5 LTR,2395.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000256695.jpg?v=1743760408,https://alfatah.pk/products/mezan-cooking-oil-bottle-4-5-ltr,4.5,l,0,4500.0,4500.0,no-pack,0.5322222222222223,PKR/ml,2395.0,83.6283185840708,Excellent,57.9646017699115,73.6283185840708,4,9000.0,0.26611111111111113,1.0,83.25811209439533
Alfatah,MUNDIAL POMACE OIL TIN 125 ML,565.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8411356773043_1_055ba8a6-0c0e-4bfe-9314-fc8b1eb20df1.jpg?v=1709200439,https://alfatah.pk/products/mundial-pomace-oil-tin-175-ml,125.0,ml,0,125.0,125.0,no-pack,4.52,PKR/ml,565.0,50.97345132743363,Fair,19.02654867256637,50.97345132743363,4,250.0,2.26,1.0,48.27846607669618
Alfatah,DALDA SUNFLOWER OIL BOTTLE 3 LTR,1810.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961100503278.jpg?v=1690211644,https://alfatah.pk/products/dalda-sunflower-oil-bottle-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,0.6033333333333334,PKR/ml,1810.0,71.12094395280236,Good,50.737463126843664,61.120943952802364,4,6000.0,0.3016666666666667,1.0,70.63071042281216
Alfatah,MANPASAND COOKING OIL POUCH 900 ML,515.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000113430_0691a137-8490-45de-acf0-f122b0bbf463.jpg?v=1752310738,https://alfatah.pk/products/manpasand-cooking-oil-pouch-1-ltr,900.0,ml,0,900.0,900.0,no-pack,0.5722222222222222,PKR/ml,515.0,95.84070796460176,Excellent,11.504424778761061,85.84070796460176,4,1800.0,0.2861111111111111,1.0,95.08407079646037
Alfatah,COROLI CANOLA OIL BOTTLE 1.8 LTR,2165.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000091175.jpg?v=1743751713,https://alfatah.pk/products/coroli-canola-oil-bottle-1-8-ltr,1.8,l,0,1800.0,1800.0,no-pack,1.2027777777777775,PKR/ml,2165.0,60.02949852507375,Good,55.45722713864307,50.02949852507375,4,3600.0,0.6013888888888889,1.0,60.352772861356996
Alfatah,DALDA COOKING OIL POUCH 1 LTR,575.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2024-11-26T104249.670.png?v=1732599786,https://alfatah.pk/products/dalda-cooking-oil-pouch-1-ltr,1.0,l,0,1000.0,1000.0,no-pack,0.575,PKR/ml,575.0,91.09144542772862,Excellent,21.386430678466077,81.09144542772862,4,2000.0,0.2875,1.0,91.14395280235998
Alfatah,BORGES OLIVE POMACE OIL TIN 4LTR,11400.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/1037465-1.jpg?v=1690209687,https://alfatah.pk/products/borges-olive-pomace-oil-tin-4ltr,4.0,l,0,4000.0,4000.0,no-pack,2.85,PKR/ml,11400.0,37.52212389380531,Poor,94.69026548672566,27.522123893805308,4,8000.0,1.425,1.0,38.12772861356925
Alfatah,EVA SUNFLOWER OIL BOTTLE 5 LTR,2975.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000002315.jpg?v=1690213632,https://alfatah.pk/products/eva-sunflower-oil-bottle-5-ltr,5.0,l,0,5000.0,5000.0,no-pack,0.595,PKR/ml,2975.0,64.69026548672566,Good,71.23893805309734,54.690265486725664,4,10000.0,0.2975,1.0,63.744683561276496
Alfatah,COROLI CORN OIL BOTTLE 4 LTR,5095.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6291059028914_1.webp?v=1738743565,https://alfatah.pk/products/coroli-corn-oil-bottle-4-ltr,4.0,l,0,4000.0,4000.0,no-pack,1.27375,PKR/ml,5095.0,49.11504424778761,Fair,81.41592920353983,39.11504424778761,4,8000.0,0.636875,1.0,49.90759587020642
Alfatah,KAUSAR CANOLA OIL JERRY CAN 16LTR,8395.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0728360998163_1.webp?v=1690217823,https://alfatah.pk/products/kausar-canola-oil-jerry-can-16ltr,16.0,l,0,16000.0,16000.0,no-pack,0.5246875,PKR/ml,8395.0,72.68436578171091,Good,90.41297935103245,62.68436578171091,4,32000.0,0.26234375,1.0,72.2070796460176
Alfatah,MEZAN CANOLA OIL BOTTLE 3 LTR,1595.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_4_d404ae41-29d8-41a3-b357-3c53ed32db51.png?v=1738744143,https://alfatah.pk/products/mezan-canola-oil-bottle-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,0.5316666666666666,PKR/ml,1595.0,90.17699115044248,Excellent,42.47787610619469,80.17699115044248,4,6000.0,0.2658333333333333,1.0,89.95870206489671
Alfatah,DALDA SUNFLOWER OIL POUCH 1 LTR,575.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_4_f868d7fc-cd33-411d-84a9-092494254ed3.png?v=1761743812,https://alfatah.pk/products/dalda-sunflower-oil-pouch-1-ltr,1.0,l,0,1000.0,1000.0,no-pack,0.575,PKR/ml,575.0,91.09144542772862,Excellent,21.386430678466077,81.09144542772862,4,2000.0,0.2875,1.0,91.14395280235998
Alfatah,COROLI CORN OIL BOTTLE 3 LTR,4095.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6291059028280.jpg?v=1690211316,https://alfatah.pk/products/coroli-corn-oil-bottle-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,1.365,PKR/ml,4095.0,50.235988200589965,Fair,77.72861356932154,40.235988200589965,4,6000.0,0.6825,1.0,51.08996137097905
Alfatah,DALDA COOKING OIL TIN 2.5 LTR,1490.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_2_9403669b-a5e0-48d9-bbf5-f1aa7a854904.png?v=1757747882,https://alfatah.pk/products/dalda-cooking-oil-tin-2-5-ltr,2.5,l,0,2500.0,2500.0,no-pack,0.596,PKR/ml,1490.0,76.54867256637168,Excellent,40.707964601769916,66.54867256637168,4,5000.0,0.298,1.0,77.23862657868183
Alfatah,SUFI POMACE OLIVE OIL BOTTLE 500ML,1675.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_16_96ad6902-ce89-4e67-8b97-b6bf492689c8.png?v=1738749427,https://alfatah.pk/products/sufi-pomace-olive-oil-500ml,500.0,ml,0,500.0,500.0,no-pack,3.35,PKR/ml,1675.0,49.7787610619469,Fair,43.36283185840708,44.7787610619469,4,1000.0,1.675,1.0,49.74421267031891
Alfatah,EVA COOKING OIL BOTTLE 5 LTR,2895.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/cooking_bottle_5ltr_copy.jpg?v=1690213627,https://alfatah.pk/products/eva-cooking-oil-bottle-5-ltr,5.0,l,0,5000.0,5000.0,no-pack,0.579,PKR/ml,2895.0,71.23893805309734,Good,69.02654867256636,61.23893805309734,4,10000.0,0.2895,1.0,70.92236745882771
Alfatah,KAUSAR CANOLA OIL BOTTLE 5 LTR,2645.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_3_3c6e7b48-5059-49bf-9551-c9efff3d3886.png?v=1738743970,https://alfatah.pk/products/kausar-canola-oil-bottle-5-ltr,5.0,l,0,5000.0,5000.0,no-pack,0.529,PKR/ml,2645.0,83.83480825958702,Excellent,60.32448377581121,73.83480825958702,4,10000.0,0.2645,1.0,83.02802359881997
Alfatah,MUNDIAL POMACE OIL TIN 175 ML,725.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000400372-1000.png?v=1690221285,https://alfatah.pk/products/mundial-pomace-oil-tin-175-ml-1,175.0,ml,0,175.0,175.0,no-pack,4.142857142857143,PKR/ml,725.0,48.259587020648965,Fair,29.793510324483773,48.259587020648965,4,350.0,2.0714285714285716,1.0,47.280973451327434
Alfatah,COROLI CORN OIL BOTTLE 1.8 LTR,2495.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6291059028051.jpg?v=1690211315,https://alfatah.pk/products/coroli-corn-oil-bottle-1-8-ltr,1.8,l,0,1800.0,1800.0,no-pack,1.386111111111111,PKR/ml,2495.0,57.610619469026545,Good,58.849557522123895,47.610619469026545,4,3600.0,0.6930555555555555,1.0,58.01858407079644
Alfatah,MEZAN CANOLA OIL POUCH 1 LTR,535.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_2_5cea0276-73da-464f-acaf-0e2d2ff05360.png?v=1743685950,https://alfatah.pk/products/mezan-canola-oil-pouch-1-ltr,1.0,l,0,1000.0,1000.0,no-pack,0.535,PKR/ml,535.0,100.0,Excellent,13.864306784660767,90.73746312684366,4,2000.0,0.2675,1.0,99.99705014749263
Alfatah,COROLI SUNFLOWER OIL BOTTLE 3 LTR,3595.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/6291059228581.jpg?v=1690211320,https://alfatah.pk/products/coroli-sunflower-oil-bottle-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,1.1983333333333333,PKR/ml,3595.0,52.00589970501475,Fair,76.84365781710915,42.00589970501475,4,6000.0,0.5991666666666666,1.0,52.480344851804965
Alfatah,SASSO OLIVE OIL TIN 100 ML,795.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_1_eddcc8a3-450d-4756-b788-f628556ff7a0.png?v=1743743675,https://alfatah.pk/products/sasso-olive-oil-tin-100-ml,100.0,ml,0,100.0,100.0,no-pack,7.95,PKR/ml,795.0,37.5811209439528,Poor,30.8259587020649,37.5811209439528,4,200.0,3.975,1.0,37.646629123089355
Alfatah,RAFHAN CORN OIL TIN 5 LTR,4845.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_5_a396da66-e49f-48ee-b52a-445ee286ba63.png?v=1763549505,https://alfatah.pk/products/rafhan-corn-oil-tin-5ltr,5.0,l,0,5000.0,5000.0,no-pack,0.969,PKR/ml,4845.0,52.477876106194685,Fair,80.53097345132744,42.477876106194685,4,10000.0,0.4845,1.0,52.383702064896745
Alfatah,SASSO OLIVE OIL TIN 200 ML,1345.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_9_b278012a-f142-4ca3-878b-da37fc38da5c.png?v=1749040166,https://alfatah.pk/products/sasso-olive-oil-tin-200-ml,200.0,ml,0,200.0,200.0,no-pack,6.725,PKR/ml,1345.0,36.637168141592916,Poor,38.93805309734513,36.637168141592916,4,400.0,3.3625,1.0,37.50779259088997
Alfatah,DALDA CANOLA OIL GALON 16 LTR,9195.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000113342.jpg?v=1741084178,https://alfatah.pk/products/dalda-canola-oil-galon-16-ltr,16.0,l,0,16000.0,16000.0,no-pack,0.5746875,PKR/ml,9195.0,63.15634218289085,Good,92.33038348082596,53.15634218289085,4,32000.0,0.28734375,1.0,64.46755162241882
Alfatah,DALDA CANOLA OIL BOTTLE 3 LTR,1820.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961100503193.jpg?v=1690211604,https://alfatah.pk/products/dalda-canola-oil-bottle-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,0.6066666666666667,PKR/ml,1820.0,69.6755162241888,Good,51.474926253687315,59.6755162241888,4,6000.0,0.30333333333333334,1.0,69.54492098609362
Alfatah,SASSO OLIVE OIL BOTTLE 500 ML,3195.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/1038099-1_1.jpg?v=1729146767,https://alfatah.pk/products/sasso-olive-oil-bottle-500-ml,500.0,ml,0,500.0,500.0,no-pack,6.39,PKR/ml,3195.0,28.68731563421829,Poor,73.30383480825958,23.68731563421829,4,1000.0,3.195,1.0,28.946297408343835
Alfatah,KAUSAR CANOLA COOKING OIL 3 LTR,1595.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2023-05-11T174510.438.png?v=1690217817,https://alfatah.pk/products/kausar-canola-cooking-oil-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,0.5316666666666666,PKR/ml,1595.0,90.17699115044248,Excellent,42.47787610619469,80.17699115044248,4,6000.0,0.2658333333333333,1.0,89.95870206489671
Alfatah,MEZAN OLIVOLA OIL BOTTLE 3 LTR,1765.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/products/1132467-2_52aca6d6-a9e8-4911-bfde-065d1009d4a3.jpg?v=1704877114,https://alfatah.pk/products/mezan-olivola-oil-bottle-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,0.5883333333333334,PKR/ml,1765.0,76.93215339233039,Excellent,47.050147492625364,66.93215339233039,4,6000.0,0.2941666666666667,1.0,76.7965125177182
Alfatah,EVA SUNFLOWER OIL POUCH 1 LTR,590.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000113415.jpg?v=1743759380,https://alfatah.pk/products/eva-sunflower-oil-pouch-1-ltr,1.0,l,0,1000.0,1000.0,no-pack,0.59,PKR/ml,590.0,84.86725663716814,Excellent,24.778761061946902,74.86725663716814,4,2000.0,0.295,1.0,84.84272747901058
Alfatah,DAALI SARSON COOKING OIL 1 LTR,1295.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/2000007535015_1.jpg?v=1703091945,https://alfatah.pk/products/daali-sarson-cooking-oil-1-ltr,1.0,l,0,1000.0,1000.0,no-pack,1.295,PKR/ml,1295.0,66.10619469026548,Good,38.49557522123894,56.10619469026549,4,2000.0,0.6475,1.0,64.89697148475909
Alfatah,EVA CANOLA OIL BOTTLE 5 LTR,2945.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000002063.jpg?v=1690213623,https://alfatah.pk/products/eva-canola-oil-bottle-5-ltr,5.0,l,0,5000.0,5000.0,no-pack,0.589,PKR/ml,2945.0,67.19764011799411,Good,70.50147492625368,57.19764011799411,4,10000.0,0.2945,1.0,67.12022331405083
Alfatah,KAUSAR CANOLA COOKING OIL 10 LTR,5295.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/094922256102_1.webp?v=1690217816,https://alfatah.pk/products/kausar-canola-cooking-oil-10-ltr,10.0,l,0,10000.0,10000.0,no-pack,0.5295,PKR/ml,5295.0,74.74926253687315,Excellent,82.15339233038348,64.74926253687315,4,20000.0,0.26475,1.0,74.13805309734512
Alfatah,KAUSAR COOKING OIL POUCH 1 LTR,525.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/94922849281.jpg?v=1690217830,https://alfatah.pk/products/kausar-cooking-oil-pouch-1-ltr,1.0,l,0,1000.0,1000.0,no-pack,0.525,PKR/ml,525.0,100.0,Excellent,12.684365781710916,93.33333333333333,4,2000.0,0.2625,1.0,99.99852507374631
Alfatah,COROLI SUNFLOWER OIL BOTTLE 1.8 LTR,2195.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2024-12-03T173024.383.png?v=1733229039,https://alfatah.pk/products/coroli-sunflower-oil-bottle-1-8-ltr,1.8,l,0,1800.0,1800.0,no-pack,1.2194444444444446,PKR/ml,2195.0,59.498525073746315,Good,56.342182890855455,49.498525073746315,4,3600.0,0.6097222222222223,1.0,59.86486725663721
Alfatah,SASSO OLIVE OIL TIN 1 LTR,6195.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8001430110019.jpg?v=1690225829,https://alfatah.pk/products/sasso-olive-oil-tin-1-ltr,1.0,l,0,1000.0,1000.0,no-pack,6.195,PKR/ml,6195.0,29.35103244837758,Poor,87.02064896755162,19.35103244837758,4,2000.0,3.0975,1.0,30.084928653368937
Alfatah,KAUSAR COOKING OIL JERRY CAN 16LTR,8395.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0728360998149_1.webp?v=1690217829,https://alfatah.pk/products/kausar-cooking-oil-jerry-can-16ltr,16.0,l,0,16000.0,16000.0,no-pack,0.5246875,PKR/ml,8395.0,72.68436578171091,Good,90.41297935103245,62.68436578171091,4,32000.0,0.26234375,1.0,72.2070796460176
Alfatah,SASSO OLIVE OIL TIN 3 LTR,12900.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8002470032323_1_c22fd001-66e6-405e-b8d7-260a6e53c0b6.jpg?v=1708337564,https://alfatah.pk/products/sasso-olive-oil-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,4.3,PKR/ml,12900.0,31.061946902654864,Poor,95.57522123893806,21.061946902654864,4,6000.0,2.15,1.0,30.776502785971793
Alfatah,CANOLIVE COOKING OIL BOTTLE 1.8 LTR,1175.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000179166.jpg?v=1743760130,https://alfatah.pk/products/canolive-cooking-oil-1-8ltr-bottle-pc,1.8,l,0,1800.0,1800.0,no-pack,0.6527777777777778,PKR/ml,1175.0,72.94985250737463,Good,36.87315634218289,62.94985250737463,4,3600.0,0.3263888888888889,1.0,73.17460176991162
Alfatah,SEASONS CORN OIL GALON 10 LTR,6595.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000069257_1.jpg?v=1690226055,https://alfatah.pk/products/seasons-corn-oil-galon-10-ltr,10.0,l,0,10000.0,10000.0,no-pack,0.6595,PKR/ml,6595.0,52.47787610619469,Fair,87.61061946902655,42.47787610619469,4,20000.0,0.32975,1.0,54.64218289085544
Alfatah,HEMANI COCONUT OIL TIN 400 ML,645.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_1_27500772-8615-4367-85b3-9adce0b1d2b4.png?v=1745410249,https://alfatah.pk/products/hemani-coconut-oil-400-ml,400.0,ml,0,400.0,400.0,no-pack,1.6125,PKR/ml,645.0,64.70501474926255,Good,28.171091445427727,59.705014749262546,4,800.0,0.80625,1.0,64.93602999016727
Alfatah,DALDA COOKING OIL GALON 10 LTR,5795.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961100503179_1_bc7808ed-847c-45f0-885e-bb1efae43aba.jpg?v=1709184308,https://alfatah.pk/products/dalda-cooking-oil-galon-10-ltr,10.0,l,0,10000.0,10000.0,no-pack,0.5795,PKR/ml,5795.0,64.27728613569322,Good,85.10324483775811,54.27728613569322,4,20000.0,0.28975,1.0,64.37355457227152
Alfatah,KAUSAR CANOLA OIL POUCH 1 LTR,525.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000113420.jpg?v=1741084178,https://alfatah.pk/products/kausar-canola-oil-pouch-1-ltr,1.0,l,0,1000.0,1000.0,no-pack,0.525,PKR/ml,525.0,100.0,Excellent,12.684365781710916,93.33333333333333,4,2000.0,0.2625,1.0,99.99852507374631
Alfatah,SEASONS CORN OIL BOTTLE 4.5 LTR,2975.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000069202.jpg?v=1690226054,https://alfatah.pk/products/seasons-corn-oil-bottle-4-5-ltr,4.5,l,0,4500.0,4500.0,no-pack,0.6611111111111111,PKR/ml,2975.0,58.849557522123895,Good,71.23893805309734,48.849557522123895,4,9000.0,0.33055555555555555,1.0,59.248082595870294
Alfatah,SEASONS CANOLA OIL BOTTLE 3 LTR,1695.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000069042.jpg?v=1690226043,https://alfatah.pk/products/seasons-canola-oil-bottle-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,0.565,PKR/ml,1695.0,85.33923303834808,Excellent,44.395280235988196,75.33923303834808,4,6000.0,0.2825,1.0,85.31916307389781
Alfatah,SASSO OLIVE OIL BOTTLE 1 LTR,7295.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject-2024-10-12T131121.160.png?v=1728720695,https://alfatah.pk/products/sasso-olive-oil-bottle-1-ltr,1.0,l,0,1000.0,1000.0,no-pack,7.295,PKR/ml,7295.0,25.33923303834808,Poor,88.64306784660766,15.33923303834808,4,2000.0,3.6475,1.0,25.74150688298917
Alfatah,EVA COOKING OIL BOTTLE 3 LTR,1745.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/cooking_bottle_3ltr_copy.jpg?v=1703093884,https://alfatah.pk/products/eva-cooking-oil-bottle-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,0.5816666666666667,PKR/ml,1745.0,79.2330383480826,Excellent,46.16519174041298,69.2330383480826,4,6000.0,0.29083333333333333,1.0,78.76815723607773
Alfatah,RAFHAN CORN OIL CAN 16 LTR,13900.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_6_be141137-90bd-4599-89a3-a575c643cf42.png?v=1763549627,https://alfatah.pk/products/rafhan-corn-oil-can-16-ltr,16.0,l,0,16000.0,16000.0,no-pack,0.86875,PKR/ml,13900.0,46.93215339233038,Fair,96.60766961651917,36.93215339233038,4,32000.0,0.434375,1.0,47.58702064896752
Alfatah,DEW DROP OLIVE OIL EXTRA VIRGIN TRADITIONAL 1000 ML,3495.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_15_0cfcae04-b6ee-42ee-ab33-87fa068e35e7.png?v=1738749317,https://alfatah.pk/products/dew-drop-olive-oil-extra-virgin-traditional-1000-ml,1000.0,ml,0,1000.0,1000.0,no-pack,3.495,PKR/ml,3495.0,41.56342182890856,Fair,75.07374631268436,31.563421828908556,4,2000.0,1.7475,1.0,41.69582806573964
Alfatah,DALDA PLANTA COOKING OIL BOTTLE 4.5 LTR,2675.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8961100503339.jpg?v=1690211642,https://alfatah.pk/products/dalda-planta-cooking-oil-bottle-4-5-ltr,4.5,l,0,4500.0,4500.0,no-pack,0.5944444444444444,PKR/ml,2675.0,69.2920353982301,Good,61.06194690265486,59.29203539823009,4,9000.0,0.2972222222222222,1.0,69.17027520250964
Alfatah,SUFI EXTRA VIRGIN OLIVE OIL BOTTLE 500ML,2795.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_17_8b21a978-8167-414e-ac6e-76246d7229c6.png?v=1738749550,https://alfatah.pk/products/sufi-extra-virgin-olive-oil-500ml,500.0,ml,0,500.0,500.0,no-pack,5.59,PKR/ml,2795.0,34.557522123893804,Poor,66.3716814159292,29.557522123893804,4,1000.0,2.795,1.0,35.35128442558747
Alfatah,RAFHAN CORN OIL TIN 10 LTR BASIC,9100.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_57b439d4-0c56-4fc6-98b7-590b5ec3dba0.png?v=1759997074,https://alfatah.pk/products/rafhan-corn-oil-tin-10-ltr-basic,10.0,l,0,10000.0,10000.0,no-pack,0.91,PKR/ml,9100.0,48.4070796460177,Fair,92.03539823008849,38.4070796460177,4,20000.0,0.455,1.0,48.65840707964603
Alfatah,EVA PURE CANOLA OIL BOTTLE 3 LTR,1775.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/8964000002032.jpg?v=1690213628,https://alfatah.pk/products/eva-pure-canola-oil-bottle-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,0.5916666666666667,PKR/ml,1775.0,75.22123893805309,Excellent,47.78761061946903,65.22123893805309,4,6000.0,0.29583333333333334,1.0,75.34103244837748
Alfatah,KAUSAR COOKING OIL JERRY CAN 10 LTR,5295.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/0728360998194_1.webp?v=1690217828,https://alfatah.pk/products/kausar-cooking-oil-jerry-can-10-ltr,10.0,l,0,10000.0,10000.0,no-pack,0.5295,PKR/ml,5295.0,74.74926253687315,Excellent,82.15339233038348,64.74926253687315,4,20000.0,0.26475,1.0,74.13805309734512
Alfatah,SEASONS COOKING OIL POUCH 1 LTR PC,545.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/NewProject_3_422fdcda-7f2e-4535-82a8-d8aafe6e2158.png?v=1752585870,https://alfatah.pk/products/seasons-cooking-oil-pouch-1-ltr-pc,1.0,l,0,1000.0,1000.0,no-pack,0.545,PKR/ml,545.0,98.79056047197639,Excellent,16.07669616519174,88.79056047197639,4,2000.0,0.2725,1.0,98.96106194690256
Alfatah,CAVALLO POMACE OLIVE OIL TIN 3 LTR,8195.0,https://cdn.shopify.com/s/files/1/0777/0954/1664/files/AFP-000311403.png?v=1690210338,https://alfatah.pk/products/cavallo-pomace-olive-oil-tin-3-ltr,3.0,l,0,3000.0,3000.0,no-pack,2.7316666666666665,PKR/ml,8195.0,41.091445427728615,Fair,89.97050147492625,31.091445427728615,4,6000.0,1.3658333333333332,1.0,41.18588987217303
