site,category,section,product_id,title,price,image_url,product_url
Rainbow,GROCERY,OIL & GHEE,2145793,Dalda Olive Oil Pomace Bottle,1600.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rainbow,GROCERY,OIL & GHEE,1953665,Manpasand Banaspati Pb,489.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rainbow,GROCERY,OIL & GHEE,1953666,Manpasand Cooking Oil Special Pb,489.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rainbow,GROCERY,OIL & GHEE,2145794,Dewdrop Olive Oil Pomace,775.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rainbow,GROCERY,OIL & GHEE,2145795,Dewdrop Olive Oil Pomace,1289.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rainbow,GROCERY,OIL & GHEE,2145797,Dewdrop Olive Oil Extra Virgin,1190.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rainbow,GROCERY,OIL & GHEE,2145798,Dewdrop Olive Oil Extra Virgin,1990.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rainbow,GROCERY,OIL & GHEE,2145800,Dewdrop Olive Oil Pomace,640.0,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Rainbow,GROCERY,OIL & GHEE,2145799,Dewdrop Olive Oil Pomace,390.0,https://g-cdn.blinkco.io/ordering-system/55544/gallery/DEWDROP%20OLIVE%20OIL%20POMACE%20250ML.png,
Rainbow,GROCERY,OIL & GHEE,2145802,Kashmir Premium Gold Oil Bottle,1709.0,https://g-cdn.blinkco.io/ordering-system/55544/gallery/KASHMIR%20PREMIUM%20GOLD%20OIL%20BOTTLE3LTR%20.png,
